노선명,노선번호,시도명,시군구명,도로구간-기점,도로구간-종점,도로구간-기점(위도),도로구간-기점(경도),도로구간-종점(위도),도로구간-종점(경도),주요경유지,총길이(km),일반도로너비(m),자전거도로너비(m),자전거도로종류,자전거도로고시유무,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
라성로1,,경기도,단원구,원곡동 938 (우리부동산,원곡동 938 (선부광장남로),,,,,,0.23,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
라성로2,,경기도,단원구,원곡동 828-5 (벽산어린이집),원곡동 828-6 (라성호텔단일로사거리),,,,,,0.21,,1.1,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
원선1로1,,경기도,단원구,선부동 산 166 (군자주공8단지 808동),선부동 산 166 (선부광장1로),,,,,,0.15,,0,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
원선1로2,,경기도,단원구,원곡동 938 (선부광장남로),원곡동 847 (주공4단지사거리),,,,,,0.47,,1.7,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
초지시장로1R,,경기도,단원구,초지동 803-8,화랑로 160,,,,,,0.17,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
초지시장로1,,경기도,단원구,초지동 604-4 (안산시민시장),초지동 604-4 (안산시민시장),,,,,,0.9,,1.2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
초지시장로2L,,경기도,단원구,원곡동 930,원곡동 854 (대신연립),,,,,,0.15,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
원선로북길1R,,경기도,단원구,원곡동 962 (원일초교),선부동 962,,,,,,0.41,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
원선로북길1L,,경기도,단원구,선부동 965 (안산목양교회),원곡동 936 (관산운동장),,,,,,0.41,,2.2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
원본로1L,,경기도,단원구,원곡동 785 (청솔고시원),원곡동 802-3 (원곡1로),,,,,,0.47,,1,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
원본로2L,,경기도,단원구,원곡동 761-10 (거평축산),원곡동 746-19 (전주이집밥상),,,,,,0.48,,1.6,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
원곡공원로1,,경기도,단원구,원곡동 741-17 (몽골식당),원곡동 741-6 (삼화모텔),,,,,,0.16,,1.8,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
원곡공원로2,,경기도,단원구,원곡동 763-1 (원곡다문화파출소),원곡동 753 (원곡고교사거리),,,,,,0.16,,1.6,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
원초로1R,,경기도,단원구,원곡동 846 (연세소아과),원곡동 847 (한화꿈에그린 109동),,,,,,0.25,,1.6,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
원초로1L,,경기도,단원구,원곡동 938 (원선1로),원곡동 938 (동진부동산),,,,,,0.25,,1.3,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
선부광장남로1,,경기도,단원구,원곡동 938 (경남아너스빌 106동),원곡동 938 (미래부동산),,,,,,0.18,,0,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
선부광장남로2R,,경기도,단원구,초지동 667 (선부11단지사거리),초지동 667 (화랑Y원지 주차장),,,,,,0.49,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
선부광장남로3R,,경기도,단원구,초지동 667 (화랑Y원지 주차장),초지동 667-2 (안산시다문화가족지원센터),,,,,,0.22,,1.4,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
선부광장남로1L,,경기도,단원구,선부동 1078 (군자주공12단지 1206동),선부동 1078-4 (선부11단지사거리),,,,,,0.38,,0,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
선부로1R,,경기도,단원구,선부동 산 154-16 (근청아파트입구삼거리),선부동 977-9,,,,,,0.29,,1.4,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
선부로2R,,경기도,단원구,선부동 산126-9 (동산창호),선부동 1085 (오렌지팩토리),,,,,,1.11,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
선부로3,,경기도,단원구,선부동 1086 (롯데마트 (선부점)),선부동 1086 (화정오교),,,,,,0.16,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
선부로4R,,경기도,단원구,와동 813 (신촌운동장),선부로 286,,,,,,0.7,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
선부로5R,,경기도,단원구,와동 98-7 (기아자동차),와동 95-2 (면허시험장삼거리),,,,,,0.46,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
선부로1L,,경기도,단원구,와동 산28-3 (면허시험장삼거리),와동 811-19 (화정오교),,,,,,1.16,,1.3,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
선부로2L,,경기도,단원구,선부동 1144-6 (터전부동산),선부동 1028-11 (선부주Y소 (에스오일),,,,,,0.91,,0,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
선부로3L,,경기도,단원구,선부동 978 (선일초교사거리),원곡동 997-3 (근청아파트입구삼거리,,,,,,0.42,,1.6,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
선부광장서로1,,경기도,단원구,선부동 969-10 (겨자씨교회),선부동 968-7 (GS25),,,,,,0.14,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
지곡로1R,,경기도,단원구,원곡동 993,선부동 984-9 (이하카센터),,,,,,0.24,,1.3,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
지곡로2R,,경기도,단원구,선부동 983-2 (하원미용실),선부동 978 (선일초교사거리),,,,,,0.46,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
지곡로3R,,경기도,단원구,선부동 974 (신평정육점),선부동 967-1 (키즈스마일Y치원),,,,,,0.47,,1.8,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
지곡로1L,,경기도,단원구,선부동 산 120-5 (선부광장1로),선부동 997 (시립선부어린이집),,,,,,0.5,,1.8,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
지곡로2L,,경기도,단원구,선부동 산 129-16 (선부배수지 입구),선부동 991-18,,,,,,0.63,,1.6,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
선이로1R,,경기도,단원구,선부동 1028-11 (선부주Y소 (에스오일),선부동 1168 (경원여객 차고지),,,,,,0.5,,1.7,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
선이로1L,,경기도,단원구,선부동 1167,선부동 1008-6 (기아오토큐 선부점),,,,,,0.49,,1.7,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
선부광장1로1R,,경기도,단원구,선부동 1079,선부동 1079 (군자농협사거리),,,,,,0.12,,2.4,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
선부광장1로2R,,경기도,단원구,선부동 1080 (군자농협사거리),선부동 967 (차량등록소서사거리),,,,,,0.97,,1.7,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
선부광장1로3,,경기도,단원구,선부동 산 166 (원선1로),선부동 산 168-1 (선부지구대사거리),,,,,,0.13,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
선부광장1로1L,,경기도,단원구,선부동 1071-8 (선부지구대사거리),선부동 1070-16 (단원프라자),,,,,,0.62,,2.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
선부광장1로2L,,경기도,단원구,선부동 1076-1 (가람문고),선부동 1076-4 (군자빌딩),,,,,,0.15,,0,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
선부광장1로3L,,경기도,단원구,선부동 1076-8 (군자농협),선부동 1077-9 (단원구노인복지관),,,,,,0.47,,2.4,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
석수로1R,,경기도,단원구,선부동 1083-1 (벌교추어탕),선부동 1054-17 (헤어민미용실),,,,,,1.23,,1.4,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
석수로1L,,경기도,단원구,선부동 1053 (경일고교삼거리),선부동 1033-10 (Y성부동산),,,,,,0.88,,1.7,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
선부광장로1,,경기도,단원구,선부동 1071-3 (공영주차장),선부동 1072-7 (선부지구대삼거리),,,,,,0.17,,1.2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
선부광장북로1R,,경기도,단원구,선부동 1083 (군자주공10단지),선부동 1158-18,,,,,,0.76,,1.4,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
선부광장북로1L,,경기도,단원구,선부동 1158-18,선부동 1062 (원일중학교),,,,,,0.79,,1.4,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
정지로1R,,경기도,단원구,선부동 1082-3 (동명벽산블루밍110동),선부동 1082 (동명벽산블루밍101동),,,,,,0.18,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
정지로2,,경기도,단원구,선부동 1082 (공작한양아파트101동),선부동 1085 (선부로),,,,,,0.38,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
정지로1L,,경기도,단원구,선부동 1083 (군자주공10단지1012동,선부동 1083 (군자주공10단지1017동,,,,,,0.18,,0,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
달미로1R,,경기도,단원구,선부동 1081 (한양산호상가),선부동 1086 (수정한양아파트입구),,,,,,0.46,,0,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
달미로2R,,경기도,단원구,선부동 1090-20 (대한공인중개사),선부동 1163 (순환로),,,,,,0.72,,0,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
달미로1L,,경기도,단원구,선부동 1162 (순환로),선부동 1142-9 (조은지역아동센터),,,,,,0.72,,0,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
달미로2L,,경기도,단원구,선부동 1085 (공작한양아파트입구),선부동 1082 (동명벽산블루밍 상가),,,,,,0.44,,1.3,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
선삼로1R,,경기도,단원구,선부동 1096 (선부약국),와동 801 (화정6교),,,,,,0.27,,0,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
선삼로1L,,경기도,단원구,와동 800-17 (화정육교,선부동 1097-20 (새만물정육점),,,,,,0.27,,1.2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
화정천서로8길1,,경기도,단원구,선부3동 1108 (신화장어),와동 789 (화정7교),,,,,,0.28,,1.3,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
순환로1R,,경기도,단원구,선부동473,선부동1162,,,,,,0.78,,1.7,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
순환로2R,,경기도,단원구,선부동 318-3 (화정팔교),월피동 236-37 (광덕고교),,,,,,2.7,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
순환로3,,경기도,상록구,월피동 479-20 (안산2교),부곡동 712 (안산공고),,,,,,0.9,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
순환로4,,경기도,상록구,월피동 236-37 (광덕고교),월피동 483-7 (안산 IC입구사거리),,,,,,0.46,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
순환로1L,,경기도,단원구,와동 323-1 (낙지마을),와동 323-45 (화정팔교),,,,,,0.21,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
순환로2L,,경기도,단원구,선부동432,선부동473-2,,,,,,0.61,,1.4,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
화정로1R,,경기도,단원구,선부동 1158-22,와동 852 (중앙주Y소사거리),,,,,,0.98,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
화정로1L,,경기도,단원구,와동 830-4 (중앙주Y소사거리),선부동 1158-22,,,,,,0.95,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
와동공원로1R,,경기도,단원구,선부동 1080 (군자주공15단지),와동 786 (화정천동로8길),,,,,,1.83,,1.4,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
와동공원로1L,,경기도,단원구,와동 788-7 (화정천동로8길),선부동 1081 (한샘마트),,,,,,1.78,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
화정천서로1,,경기도,단원구,초지동 741-3 (해안교),초지동 690-6 (화정11교),,,,,,2,,3,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
화정천서로2,,경기도,단원구,선부동 1100 (화정초교),선부동 1092-12 (신세계공인중개사),,,,,,0.32,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
화정천서로3,,경기도,단원구,선부동 1086 (화정오교),초지동 667 (화랑Y원지),,,,,,1.4,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
화정천서로4,,경기도,단원구,초지동 667 (화랑Y원지),초지동 667 (화랑Y원지),,,,,,0.59,,2.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
